,Belt1_length_deviation,Belt2_length_deviation,TD_length_deviation,IL_length_deviation,PLY1_length_deviation,PLY2_length_deviation,Belt1_width_deviation,Belt2_width_deviation,TD_width_deviation,1BPR_CYCLE_MAT_AT_FRONT,1BPR_CYCLE_TOTAL,2BPR_CYCLE_MAT_AT_FRONT,2BPR_CYCLE_TOTAL,BP1_TOTAL_SCRAP_CUTOUT,BP2_TOTAL_SCRAP_CUTOUT,BPPR_BP1_CYCLE_REST,BPPR_BP2_CYCLE_REST,BR1_LE_ANGLE_MEASURED,BR1_TE_ANGLE_MEASURED,BR2_LE_ANGLE_MEASURED,BR2_TE_ANGLE_MEASURED,BR2_WIDTH_MEASURED,BTPR_CYCLE_TIME_WAIT_CC,DR_SHAPE_PRESSURE_MAX,DR_STITCH_TD_PRESSURE_MAX,DR_TURNUP_PRESSURE_MAX,PR_CYCLE_TIME_1PAP,PR_CYCLE_TIME_PAAP,PR_CYCLE_TIME_STITCH_PA,ISDS_AMOUNT_SPLICES_BP1,ISDS_AMOUNT_SPLICES_BP2,PA_ANGLE_MEASURED,PA_WIDTH_MEASURED,PAPR_CYCLE_MAT_AT_FRONT,PAPR_CYCLE_TOTAL,TDPR_CYCLE_MAT_AT_FRONT,TDPR_CYCLE_TOTAL,BARCODE,FVCW,ONICITY,Upper,ower,tatic,gt_date,Non_Uniformity_Imbalance,Non_Uniformity_RFPP,timeperiod,Rejection_RFPP_Imbalance
4678,1.1,1.45,-0.1,1.47,1.79,0,-0.64,-0.2,-2.3,124.397,156.078,123.678,156.092,80,0,139.982,0,29.4,29.45,28.38,28.17,185.8,0,0.849817,1.11538,0.660562,0,0,0,0,0,0,0,10.363,60.911,29.651,60.9,8309116809,5.92,-1.36,16.42,8.05,23.74,26-03-2022,0,0,Control 1,Not Rejected Tyre
4679,1.82,0.19,-2.01,1.72,1.35,0,-0.79,0.02,0.96,29.469,60.871,28.67,60.879,0,0,161.468,0,29.29,29.39,28.08,27.72,186.02,0,0.85348,1.11416,0.659341,0,0,0,0,0,0,0,16.908,67.513,146.301,177.595,8309117116,5.92,-0.04,11.22,18.3,23.29,26-03-2022,0,0,Control 1,Not Rejected Tyre
4680,1.82,0.19,-2.01,1.72,1.35,0,-0.79,0.02,0.96,29.469,60.871,28.67,60.879,0,0,161.468,0,29.29,29.39,28.08,27.72,186.02,0,0.85348,1.11416,0.659341,0,0,0,0,0,0,0,16.908,67.513,146.301,177.595,8309117116,5.92,-0.04,11.22,18.3,23.29,26-03-2022,0,0,Control 1,Not Rejected Tyre
4681,0.14,1.8,-2.36,1.38,0.05,0,-0.47,-0.37,1.31,29.185,60.744,28.515,60.748,0,0,44.857,0,29.48,29.34,28.23,27.76,185.63,0,0.85348,1.11538,0.661783,0,0,0,0,0,0,0,10.223,60.913,29.554,60.875,8309117114,5.04,1.77,8.37,18.02,22.24,26-03-2022,0,0,Control 1,Not Rejected Tyre
4670,1.12,1.98,-1.79,1.95,0.93,0,-1.37,-0.37,0.28,29.145,60.622,28.365,60.633,0,0,44.855,0,29.44,29.44,28.39,27.79,185.63,0,0.85409,1.11172,0.662393,0,0,0,0,0,0,0,11.269,61.949,29.699,60.975,8309117147,5.13,2.5,9.16,5.46,3.85,26-03-2022,0,0,Control 1,Not Rejected Tyre
4682,-1.38,3.01,-3.3,3.02,0.52,0,-0.63,-0.48,0.01,29.191,60.599,28.515,60.641,0,0,88.889,0,29.27,29.31,28.16,27.7,185.52,0,0.85348,1.11661,0.659951,0,0,0,0,0,0,0,6.038,56.566,24.06,55.364,8309117127,4.8,-1,16.53,21.72,35.24,26-03-2022,0,0,Control 1,Not Rejected Tyre
4652,0.12,1.96,-2.73,1.51,-1.26,0,-2.37,-0.48,1.47,29.186,60.791,28.664,60.836,80,0,44.861,0,29.21,29.33,28.12,27.56,185.52,0,0.855922,1.11661,0.660562,0,0,0,0,0,0,0,6.011,56.865,29.468,60.774,8309117071,5.72,1.04,16.36,8.68,24.97,26-03-2022,0,0,Control 1,Not Rejected Tyre
4650,1.64,2.87,-2.21,1.38,-1.1,0,-1.42,-0.7,1.3,29.146,60.684,28.425,60.69,0,0,44.674,0,29.23,29.35,28.09,27.61,185.3,0,0.857753,1.11538,0.659951,0,0,0,0,0,0,0,6.011,59.493,52.895,84.241,8309117076,3.2,0.21,19.76,16.24,33.55,26-03-2022,0,0,Control 1,Not Rejected Tyre
4626,-0.34,2.78,-1.78,0.8,0.89,0,-0.27,-0.75,0.94,29.05,60.595,28.471,60.626,0,0,44.8,0,29.38,29.13,28.08,27.77,185.25,0,0.851648,1.11416,0.661783,0,0,0,0,0,0,0,64.681,115.316,29.677,60.975,8309117061,4.73,-1.68,16.34,15.07,24.49,26-03-2022,0,0,Control 1,Not Rejected Tyre
4627,1.71,2.46,-1.96,1.84,0.25,0,-0.74,-1.36,1.92,49.521,80.978,48.745,81.006,0,0,44.893,0,29.41,29.21,28.21,27.73,184.64,0,0.851038,1.116,0.661783,0,0,0,0,0,0,0,6.015,56.649,29.609,61.017,8309117079,5.59,-1.4,17.17,18.06,31.28,26-03-2022,0,0,Control 1,Not Rejected Tyre
4628,0.94,3.67,-0.84,1.71,0.07,0,0.05,-0.98,1.67,320.027,351.529,319.278,351.548,0,0,366.123,0,29.24,29.27,28.03,27.78,185.02,0,0.85348,1.11538,0.663004,0,0,0,0,0,0,0,15.485,68.989,43.306,74.684,8309117040,5.72,1.76,16.81,25.58,42.39,26-03-2022,0,0,Control 1,Not Rejected Tyre
4629,0.39,0.93,-1.53,1.2,0.36,0,-0.1,0.24,-0.44,22.45,54.029,21.737,54.054,0,0,215.321,0,29.35,29.47,27.97,27.69,186.24,0,0.851648,1.11355,0.659951,0,0,0,0,0,0,0,206.829,257.4,467.08154,512.76524,8309116865,7.39,-0.3,20,20.86,40.09,26-03-2022,0,0,Control 1,Not Rejected Tyre
4630,0.59,2.61,-1.99,3.05,1.27,0,-0.58,-0.65,1.49,71.823,103.314,71.116,103.315,0,0,73.511,0,29.28,29.32,28.21,27.77,185.35,0,0.855922,1.11538,0.664225,0,0,0,0,0,0,0,6.002,59.634,30.229,61.575,8309117029,4.828179836,-0.198348999,17.38086965,15.58743997,32.89650653,26-03-2022,0,0,Control 1,Not Rejected Tyre
4631,-1.22,1.44,-2.25,1.75,0.82,0,0,-1.13,0.56,29.33,60.713,28.468,60.707,0,0,44.785,0,29.32,29.41,28.25,27.51,184.87,0,0.849206,1.116,0.660562,0,0,0,0,0,0,0,6.059,59.657,42.09,73.401,8309117044,5.131923199,2.91545105,6.895251085,30.48603886,32.12733601,26-03-2022,0,0,Control 1,Not Rejected Tyre
4632,0.37,0.14,-1.38,2.11,-0.99,0,-0.42,-0.37,0.82,29.05,60.697,28.702,60.711,0,0,44.559,0,29.36,29.32,28.11,27.84,185.63,0,0.849817,1.116,0.663004,0,0,0,0,0,0,0,17.564,68.218,29.519,60.806,8309117018,3.844610691,0.852182388,14.1722666,31.10161247,39.76721572,26-03-2022,0,0,Control 1,Not Rejected Tyre
4633,3.49,0.33,-3.02,3.05,-0.87,0,-2.32,0.29,0.2,40.931,72.548,40.397,72.55,0,0,56.463,0,29.01,28.73,28.36,27.83,186.29,0,0.854701,1.11355,0.659951,0,0,0,0,0,0,0,6.017,59.59,29.51,60.8,8309116919,6.740036964,1.650093079,4.816341292,20.00362377,16.5657054,26-03-2022,0,0,Control 1,Not Rejected Tyre
4634,2.39,0.49,-1.76,2.75,1.59,0,-2.48,0.13,-0.21,25.195,56.754,24.563,56.787,0,0,155.045,0,28.8,28.83,28.28,28,186.13,0,0.85348,1.11538,0.660562,0,0,0,0,0,0,0,10.348,60.904,9.021,40.318,8309116902,4.3,-2.65,14.8,14.77,12.32,26-03-2022,0,0,Control 1,Not Rejected Tyre
4635,1.06,0.26,-2.31,2.18,-2.03,0,-0.79,-2.56,0.61,29.14,60.725,28.521,60.748,0,0,44.797,0,29.37,29.3,28.09,27.76,183.44,0,0.851038,1.11538,0.660562,0,0,0,0,0,0,0,10.417,60.969,25.572,56.838,8309117090,6.99,2.01,18.76,18.46,36.01,26-03-2022,0,0,Control 1,Not Rejected Tyre
4636,2.2,2.39,-2.47,0.93,-0.04,0,-0.27,-0.64,0.96,29.077,60.622,28.352,60.655,0,0,30.934,0,29.2,29.28,28,27.75,185.36,0,0.851038,1.116,0.660562,0,0,0,0,0,0,0,10.386,60.924,29.517,60.839,8309117056,5.8,3.62,7.87,21.49,28.82,26-03-2022,0,0,Control 1,Not Rejected Tyre
4651,1.45,1.5,-2.38,2.77,1.45,0,-1.15,-0.81,1.04,52.421,84.023,52.303,105.27,0,0,89.363,0,29.25,29.3,28.14,27.59,185.19,0,0.851648,1.11416,0.661783,0,0,0,0,0,0,0,6.008,59.503,63.206,94.568,8309117075,7.33,1.22,8.69,23.54,17.29,26-03-2022,0,0,Control 1,Not Rejected Tyre
4637,1.36,1.59,-2.01,2.69,0.03,0,-2.42,0.18,-0.12,24.676,56.432,28.544,60.722,0,0,31.122,0,28.96,29.24,28.16,27.79,186.18,0,0.854701,1.11111,0.663004,0,0,0,0,0,0,0,12.052,62.568,119.716,150.991,8309116914,5.42,0.67,22.5,16.71,28.83,26-03-2022,0,0,Control 1,Not Rejected Tyre
4639,-0.54,-0.31,-2.49,0.84,0.08,0,-0.37,-0.26,0.53,29.03,60.624,28.541,60.661,0,0,44.816,0,29.36,29.44,28.14,27.81,185.74,0,0.85348,1.11416,0.661783,0,0,0,0,0,0,0,10.259,60.837,29.585,60.86,8309117057,5.41,-1.85,10.28,24.11,16.3,26-03-2022,0,0,Control 1,Not Rejected Tyre
4640,-0.54,-0.31,-2.49,0.84,0.08,0,-0.37,-0.26,0.53,29.03,60.624,28.541,60.661,0,0,44.816,0,29.36,29.44,28.14,27.81,185.74,0,0.85348,1.11416,0.661783,0,0,0,0,0,0,0,10.259,60.837,29.585,60.86,8309117057,5.41,-1.85,10.28,24.11,16.3,26-03-2022,0,0,Control 1,Not Rejected Tyre
4641,1.67,1.01,-1.97,0.6,-0.64,0,-1.32,-0.81,1.1,37.655,69.257,28.507,60.609,0,0,44.699,0,29.23,29.22,28.33,27.67,185.19,0,0.849206,1.116,0.662393,0,0,0,0,0,0,0,10.376,60.967,29.603,60.919,8309117066,3.83,-1.12,2.01,18.88,17.88,26-03-2022,0,0,Control 1,Not Rejected Tyre
4642,1.61,3.63,-1.25,3.05,-0.92,0,-0.37,-0.81,0.48,29.126,60.663,28.44,60.688,0,0,31.06,0,29.29,29.27,28.2,27.86,185.19,0,0.85348,1.116,0.661783,0,0,0,0,0,0,0,10.219,60.893,124.347,155.633,8309117023,3.05,-0.57,15.08,11.81,12.43,26-03-2022,0,0,Control 1,Not Rejected Tyre
4643,2.45,3.21,-2.02,3.05,1.02,0,-1.32,0.29,0.04,72.373,104.012,71.867,103.999,0,0,88.115,0,29.04,29.39,28.15,27.95,186.29,0,0.85348,1.11538,0.663004,0,0,0,0,0,0,0,6.011,59.553,41.44,72.746,8309116920,8.19,-1.57,25.17,26.18,22.84,26-03-2022,0,0,Control 1,Not Rejected Tyre
4644,1.07,3.99,-1.95,1.2,-1.19,0,-0.42,-2.94,-0.72,45.059,76.576,43.648,75.779,0,0,44.869,0,29.41,29.53,28.06,27.54,183.06,0,0.854701,1.10989,0.661783,0,0,0,0,0,0,0,10.314,60.881,17.016,48.287,8309116529,8.409482956,-1.179206848,11.17326971,13.87356744,4.070847439,26-03-2022,0,0,Control 1,Not Rejected Tyre
4645,1.07,3.99,-1.95,1.2,-1.19,0,-0.42,-2.94,-0.72,45.059,76.576,43.648,75.779,0,0,44.869,0,29.41,29.53,28.06,27.54,183.06,0,0.854701,1.10989,0.661783,0,0,0,0,0,0,0,10.314,60.881,17.016,48.287,8309116529,8.409482956,-1.179206848,11.17326971,13.87356744,4.070847439,26-03-2022,0,0,Control 1,Not Rejected Tyre
4646,0.59,1.91,-0.1,2.33,-2.74,0,-2.22,0.45,0.41,29.17,60.667,28.527,60.657,0,0,129.645,0,29.03,29.07,28.27,27.86,186.45,0,0.85409,1.116,0.660562,0,0,0,0,0,0,0,10.329,60.901,66.596,97.903,8309116926,3.96,-0.49,17.74,24.28,29.64,26-03-2022,0,0,Control 1,Not Rejected Tyre
4647,0.74,0.96,-1.58,1.55,0.94,0,-1.06,-0.26,0.74,28.996,60.501,28.41,60.53,80,0,53.789,0,29.23,29.39,28.01,27.54,185.74,0,0.85409,1.116,0.661783,0,0,0,0,0,0,0,10.18,60.852,145.069,176.396,8309117063,4.21,-0.52,15.45,10.88,7.64,26-03-2022,0,0,Control 1,Not Rejected Tyre
4648,0.89,1.43,-1.11,2.01,-0.29,0,-0.16,-1.08,0.62,38.347,69.815,37.652,69.843,0,0,44.887,0,29.26,29.22,28.09,27.72,184.92,0,0.857753,1.11416,0.662393,0,0,0,0,0,0,0,10.256,60.9,29.657,60.94,8309117050,5.6,-0.27,21.51,22.71,34.72,26-03-2022,0,0,Control 1,Not Rejected Tyre
4649,1.64,2.87,-2.21,1.38,-1.1,0,-1.42,-0.7,1.3,29.146,60.684,28.425,60.69,0,0,44.674,0,29.23,29.35,28.09,27.61,185.3,0,0.857753,1.11538,0.659951,0,0,0,0,0,0,0,6.011,59.493,52.895,84.241,8309117076,3.2,0.21,19.76,16.24,33.55,26-03-2022,0,0,Control 1,Not Rejected Tyre
4638,3.37,2.03,-2.15,2.4,-2.11,0,-2.58,-0.7,0.06,29.216,60.833,28.672,60.843,0,0,60.401,0,28.91,29.21,28.34,27.56,185.3,0,0.854701,1.11172,0.661783,0,0,0,0,0,0,0,10.52,61.016,29.181,60.478,8309116905,5.44,1.53,9.73,7.35,16.67,26-03-2022,0,0,Control 1,Not Rejected Tyre
4683,0.51,1.58,-1.58,1.97,0.45,0,-0.22,-0.7,0.39,29.156,60.752,28.581,60.808,0,0,44.78,0,28.76,29.3,28.15,27.62,185.3,0,0.85348,1.11538,0.65812,0,0,0,0,0,0,0,19.175,69.816,29.648,60.963,8309117095,7.93,0.61,21.02,24.93,43.31,26-03-2022,0,0,Control 1,Not Rejected Tyre
4684,0.61,1.9,-2.97,0.21,1.23,0,-0.21,-1.36,0.7,8.346,39.93,7.718,39.922,0,0,51.445,0,29.3,29.2,27.91,27.53,184.64,0,0.851038,1.11538,0.659951,0,0,0,0,0,0,0,33.5,87.071,8.786,40.167,8309117088,7.67,0.92,15.86,9.97,25.44,26-03-2022,0,0,Control 1,Not Rejected Tyre
4685,1.54,2.08,-2.83,1.1,-0.18,0,-1.06,-0.59,0.66,29.103,60.65,28.61,60.657,0,0,46.983,0,29.29,29.23,28.03,27.72,185.41,0,0.857753,1.116,0.663004,0,0,0,0,0,0,0,10.364,60.966,35.65,66.918,8309117100,6.45,2.15,16.27,11.24,11.63,26-03-2022,0,0,Control 1,Not Rejected Tyre
4770,0.73,1.61,-0.48,1.02,-0.54,0,-0.26,-1.57,1.07,29.199,60.748,28.607,60.764,0,0,52.215,0,29.31,29.47,28.13,27.66,184.43,0,0.85348,1.11538,0.664225,0,0,0,0,0,0,0,18.52,69.182,36.917,68.25,8309117020,2.83,-1.31,3.69,15.38,14.42,26-03-2022,0,0,Control 1,Not Rejected Tyre
4771,0.65,2.25,-1.24,1.16,-0.83,0,-0.16,-0.54,2.33,73.721,105.195,73.036,105.208,80,0,44.902,0,29.39,29.17,28.16,27.92,185.46,0,0.85409,1.11233,0.663004,0,0,0,0,0,0,0,6.024,56.709,5.074,56.877,8309117038,5.72,0.21,9.41,10.52,5.56,26-03-2022,0,0,Control 1,Not Rejected Tyre
4772,0.65,2.25,-1.24,1.16,-0.83,0,-0.16,-0.54,2.33,73.721,105.195,73.036,105.208,80,0,44.902,0,29.39,29.17,28.16,27.92,185.46,0,0.85409,1.11233,0.663004,0,0,0,0,0,0,0,6.024,56.709,5.074,56.877,8309117038,5.72,0.21,9.41,10.52,5.56,26-03-2022,0,0,Control 1,Not Rejected Tyre
4773,-0.84,1.66,-2.09,2.07,1.95,0,0.11,-0.37,0.73,29.149,60.687,28.416,60.674,0,0,30.999,0,29.34,29.28,28.16,27.7,185.63,0,0.85409,1.116,0.661783,0,0,0,0,0,0,0,8.74,60.923,29.65,60.99,8309117047,3.99,-1.87,13.36,7.96,17.23,26-03-2022,0,0,Control 1,Not Rejected Tyre
4774,0.59,0.26,-2.05,2.12,-0.6,0,-0.27,-0.04,0.45,27.522,60.745,28.493,60.783,80,0,44.951,0,29.28,29.32,28.05,27.82,185.96,0,0.849817,1.11538,0.660562,0,0,0,0,0,0,0,7.278,60.879,29.339,60.704,8309117046,6.05,-1.64,12.8,10.23,12.39,26-03-2022,0,0,Control 1,Not Rejected Tyre
4775,1.7,0.59,-1.88,2.55,-1.13,0,-1.47,0.4,-0.09,29.303,60.7,28.562,60.707,0,0,44.784,0,29.01,29.19,28.24,27.83,186.4,0,0.860195,1.11538,0.660562,0,0,0,0,0,0,0,10.323,60.894,29.579,60.895,8309116936,5.792267799,-0.8860569,11.08412646,5.278518221,6.439765759,26-03-2022,0,0,Control 1,Not Rejected Tyre
4776,-1.44,1.38,-2.24,3.05,-0.75,0,-0.48,-1.08,1.3,29.047,60.634,28.478,60.624,0,0,44.841,0,29.42,29.29,28.16,27.74,184.92,0,0.854701,1.11661,0.661783,0,0,0,0,0,0,0,6.002,59.528,64.698,96.009,8309117032,3.53,-0.38,4.82,21.57,20.91,26-03-2022,0,0,Control 1,Not Rejected Tyre
4777,0.91,1.34,-1.28,2.06,-1.59,0,-0.42,-0.53,0.71,36.534,67.983,35.816,67.977,0,0,44.742,0,29.4,29.17,28.09,27.67,185.47,0,0.854701,1.11538,0.659951,0,0,0,0,0,0,0,10.216,60.916,29.38,60.754,8309117019,2.98,0.17,6.74,5.08,11.58,26-03-2022,0,0,Control 1,Not Rejected Tyre
4778,1.28,2.35,-1.56,1.94,-0.75,0,-0.27,-0.7,0.7,29.229,60.764,28.58,60.802,0,0,44.678,0,29.27,29.5,28.13,27.58,185.3,0,0.856532,1.116,0.662393,0,0,0,0,0,0,0,19.399,70.079,29.476,60.817,8309117049,4.99,0.4,14.51,18,8.14,26-03-2022,0,0,Control 1,Not Rejected Tyre
4779,1.63,2.17,-1.62,0.53,-2.11,0,-0.16,-1.14,1.09,29.142,60.66,28.479,60.681,0,0,44.803,0,29.22,29.59,28.15,27.57,184.86,0,0.858974,1.11538,0.663004,0,0,0,0,0,0,0,10.159,60.951,29.55,60.905,8309117048,6.17,-3.6,16.63,10.05,14.51,26-03-2022,0,0,Control 1,Not Rejected Tyre
4780,0.84,2.43,-1.81,0.61,1.92,0,-0.05,-0.7,0.59,29.386,60.806,28.731,60.817,80,0,44.958,0,29.27,29.38,28.22,27.99,185.3,0,0.854701,1.116,0.663004,0,0,0,0,0,0,0,10.329,60.944,29.434,60.792,8309117053,2.54,-0.6,6.03,17,14.28,26-03-2022,0,0,Control 1,Not Rejected Tyre
4769,-0.71,1.48,-0.67,2.87,-0.52,0,0.2,-0.8,0.73,29.195,60.694,28.52,60.698,0,0,44.821,0,29.25,29.47,28.08,27.59,185.2,0,0.85409,1.11538,0.664225,0,0,0,0,0,0,0,10.292,60.97,29.71,61.022,8309117052,5.5,-1.61,8.3,6.73,8.48,26-03-2022,0,0,Control 1,Not Rejected Tyre
4781,0.98,2.29,-2.9,2.84,-0.97,0,-0.26,-0.48,0.99,29.365,60.756,28.635,60.751,0,0,44.63,0,29.09,29.2,27.94,27.52,185.52,0,0.856532,1.11416,0.65812,0,0,0,0,0,0,0,10.274,60.922,29.461,60.829,8309117058,5.74,-0.54,20.07,22.62,41.42,26-03-2022,0,0,Control 1,Not Rejected Tyre
4783,1.65,2.78,-0.5,0.65,0.12,0,-0.01,-2.94,-0.35,11.198,42.803,9.687,41.876,80,0,44.868,0,29.07,29.64,27.94,27.1466,183.06,0,0.856532,1.11416,0.661783,0,0,0,0,0,0,0,105.006,158.36,8.701,39.963,8309116859,6.418842793,1.133136749,11.38581159,19.64635472,27.73592178,26-03-2022,0,0,Control 1,Not Rejected Tyre
4784,0.81,2.47,-1.7,2.98,-0.34,0,0.05,-0.86,0.74,41.739,73.3,41.131,73.316,0,0,57.248,0,29.39,29.36,28.16,27.53,185.14,0,0.851038,1.116,0.659951,0,0,0,0,0,0,0,6.002,59.573,93.273,124.5,8309117043,4.34,0.09,3.37,4.86,8.13,26-03-2022,0,0,Control 1,Not Rejected Tyre
4785,0.98,3.87,-2.07,2.93,-2.7,0,-0.53,-0.21,0.87,35.129,66.639,34.251,66.587,0,0,44.611,0,29.31,29.4,28.11,27.58,185.79,0,0.855922,1.11538,0.663004,0,0,0,0,0,0,0,6.01,59.578,29.456,60.769,8309117025,4.44,0.93,7.94,21.27,29.04,26-03-2022,0,0,Control 1,Not Rejected Tyre
4786,0.31,0.19,-1.57,1.9,0.3,0,-0.05,-0.42,1.89,67.449,99.014,49.923,82.214,0,0,66.261,0,29.22,29.28,28.11,27.71,185.58,0,0.857753,1.11783,0.659951,0,0,0,0,0,0,0,6.01,56.683,341.935,373.267,8309117041,5.08,1.29,17.32,18.7,33.01,26-03-2022,0,0,Control 1,Not Rejected Tyre
4787,-0.61,1.13,-3.01,3.05,0.43,0,-0.48,-0.21,1.08,29.256,60.734,28.522,60.75,0,0,50.858,0,29.23,29.39,28.12,27.78,185.79,0,0.85348,1.11416,0.662393,0,0,0,0,0,0,0,5.999,59.582,35.54,66.807,8309117026,5.73,1.49,15.05,3.81,11.37,26-03-2022,0,0,Control 1,Not Rejected Tyre
4792,1.88,0.82,-1.53,2.19,-2.48,0,-0.37,-0.54,0.9,29.103,60.648,28.405,60.653,0,0,44.779,0,29.19,29.5,27.88,27.76,185.46,0,0.849817,1.11661,0.662393,0,0,0,0,0,0,0,10.203,60.806,29.714,61.043,8309117017,5.83,-2.58,3.98,12.4,13.42,26-03-2022,0,0,Control 1,Not Rejected Tyre
4793,1.04,2.68,-3.07,2.95,-0.32,0,-0.37,-1.25,1.03,29.127,60.685,28.426,60.668,0,0,31.008,0,29.39,29.4,28.16,27.56,184.75,0,0.85409,1.116,0.662393,0,0,0,0,0,0,0,10.352,60.949,29.539,60.919,8309117015,7.88,0.54,8.48,18.47,10.76,26-03-2022,0,0,Control 1,Not Rejected Tyre
4794,1.68,2.31,-2.53,3.05,0.94,0,-0.58,-1.2,0.64,29.302,60.738,28.403,60.747,0,0,44.703,0,29.18,29.37,28.07,27.73,184.8,0,0.855922,1.11538,0.663004,0,0,0,0,0,0,0,10.328,60.968,29.432,60.785,8309117016,3.09,-0.12,14.61,11.95,17.67,26-03-2022,0,0,Control 1,Not Rejected Tyre
4795,-0.24,1.25,-0.23,2.62,1.31,0,-0.16,-1.85,0.46,35.172,68.025,35.929,68.076,0,0,55.838,0,29.25,29.58,27.98,27.77,184.15,0,0.85409,1.11538,0.662393,0,0,0,0,0,0,0,10.221,60.916,40.715,71.977,8309117007,4.46,0.79,7.81,10.11,10.63,26-03-2022,0,0,Control 1,Not Rejected Tyre
4796,0.98,2.28,-0.95,3.05,-0.1,0,-0.1,-1.08,0.8,29.129,60.675,28.466,60.689,0,0,37.759,0,29.23,29.61,28.22,27.9,184.92,0,0.851648,1.11416,0.660562,0,0,0,0,0,0,0,10.215,60.842,44.897,76.196,8309117013,4.68,0.28,5.96,14.13,18.53,26-03-2022,0,0,Control 1,Not Rejected Tyre
4797,1.78,1.15,-0.99,1.44,-2.06,0,-0.16,-1.19,0.76,29.31,60.76,28.548,60.774,0,0,44.837,0,29.24,29.45,28.03,27.63,184.81,0,0.858364,1.11538,0.662393,0,0,0,0,0,0,0,148.937,199.508,29.62,60.901,8309117010,4.22,0.67,7.71,21.62,13.97,26-03-2022,0,0,Control 1,Not Rejected Tyre
4782,1.22,0.45,-3.03,2.2,0.79,0,-1.74,-0.15,0.41,35.933,67.504,35.472,67.524,80,0,44.735,0,29.05,29,27.93,27.67,185.85,0,0.851648,1.11538,0.664835,0,0,0,0,0,0,0,6.012,59.456,29.674,60.92,8309116958,3.95,0.68,6.1,15.82,21.91,26-03-2022,0,0,Control 1,Not Rejected Tyre
4768,2.5,2.77,-2.86,2.21,1.28,0,-0.31,-1.3,0.53,44.645,76.104,43.743,76.124,80,0,53.587,0,29.31,29.4,28.07,27.76,184.7,0,0.85348,1.116,0.663004,0,0,0,0,0,0,0,10.379,61.002,229.204,260.52,8309117012,4.41,-1.32,15.32,10.39,17.56,26-03-2022,0,0,Control 1,Not Rejected Tyre
4767,2.5,2.77,-2.86,2.21,1.28,0,-0.31,-1.3,0.53,44.645,76.104,43.743,76.124,80,0,53.587,0,29.31,29.4,28.07,27.76,184.7,0,0.85348,1.116,0.663004,0,0,0,0,0,0,0,10.379,61.002,229.204,260.52,8309117012,4.41,-1.32,15.32,10.39,17.56,26-03-2022,0,0,Control 1,Not Rejected Tyre
4766,1.24,2.35,-1.53,2.01,-0.4,0,-0.1,-0.26,1.37,92.922,124.266,92.445,141.074,0,0,125.315,0,29.36,29.47,28.01,27.77,185.74,0,0.851648,1.116,0.662393,0,0,0,0,0,0,0,6.001,59.458,46.242,77.566,8309117042,5.84,-1.27,20,6.53,20.19,26-03-2022,0,0,Control 1,Not Rejected Tyre
4686,1.3,1.43,-3.18,2.76,0.61,0,-0.84,-0.7,0.61,35.099,66.656,34.63,66.654,0,0,44.748,0,29.16,29.46,28.08,27.65,185.3,0,0.854701,1.11538,0.659951,0,0,0,0,0,0,0,10.262,60.876,29.667,60.921,8309117099,3.1,0.46,8.41,13.64,19.01,26-03-2022,0,0,Control 1,Not Rejected Tyre
4687,0.01,1.28,-2.5,0.71,-2.29,0,-0.47,-0.48,1.36,29.07,60.645,28.401,60.649,0,0,44.841,0,29.27,29.37,28.05,27.88,185.52,0,0.85409,1.116,0.662393,0,0,0,0,0,0,0,6.01,59.45,29.51,60.894,8309117077,4.98,2.75,3.39,4.63,4.93,26-03-2022,0,0,Control 1,Not Rejected Tyre
4688,1.74,3.05,-2.35,3.05,-1.93,0,-0.79,-1.14,0.39,8.434,39.979,7.834,40.01,0,0,44.901,0,29.06,29.28,28.14,27.77,184.86,0,0.851648,1.11538,0.664225,0,0,0,0,0,0,0,5.992,59.467,119.824,151.163,8309117087,6.46,-0.4,18.7,11.44,26.09,26-03-2022,0,0,Control 1,Not Rejected Tyre
4689,0.52,4.05,-1.34,1.67,-2.48,0,-2.74,-1.8,0.77,29.374,60.823,28.62,60.824,0,0,44.857,0,29.37,28.83,28.25,27.76,184.2,0,0.855922,1.11416,0.659341,0,0,0,0,0,0,0,10.38,61,29.685,60.991,8309117094,5.66,0.8,10.65,20.97,16.75,26-03-2022,0,0,Control 1,Not Rejected Tyre
4690,2.76,2.12,-2.01,1.17,-2.7,0,-0.9,-0.86,0.98,29.304,60.708,28.519,60.695,0,0,53.623,0,29.37,29.38,28.12,27.97,185.14,0,0.855922,1.11538,0.664225,0,0,0,0,0,0,0,10.404,60.95,38.495,69.811,8309117097,5.68,1.51,4.62,14.4,13.35,26-03-2022,0,0,Control 1,Not Rejected Tyre
4691,1.34,1.8,-1.48,1.75,-0.19,0,-0.42,-0.65,1,29.112,60.6,28.38,60.649,0,0,44.817,0,29.33,29.43,28.08,27.59,185.35,0,0.848596,1.11538,0.659341,0,0,0,0,0,0,0,10.314,60.912,29.751,61.129,8309117109,6.12,-1.16,14.24,17.19,21.48,26-03-2022,0,0,Control 1,Not Rejected Tyre
4692,0.67,-0.14,-1.31,0.7,0.94,0,-1.26,-1.25,0.83,29.245,60.761,28.313,60.764,0,0,44.848,0,29.32,29.72,28.15,27.58,184.75,0,0.85348,1.11111,0.660562,0,0,0,0,0,0,0,10.233,60.924,29.555,60.902,8309117103,5.49,1.31,11.31,16.57,26.62,26-03-2022,0,0,Control 1,Not Rejected Tyre
