,Belt1_length_deviation,Belt2_length_deviation,TD_length_deviation,IL_length_deviation,PLY1_length_deviation,PLY2_length_deviation,Belt1_width_deviation,Belt2_width_deviation,TD_width_deviation,1BPR_CYCLE_MAT_AT_FRONT,1BPR_CYCLE_TOTAL,2BPR_CYCLE_MAT_AT_FRONT,2BPR_CYCLE_TOTAL,BP1_TOTAL_SCRAP_CUTOUT,BP2_TOTAL_SCRAP_CUTOUT,BPPR_BP1_CYCLE_REST,BPPR_BP2_CYCLE_REST,BR1_LE_ANGLE_MEASURED,BR1_TE_ANGLE_MEASURED,BR2_LE_ANGLE_MEASURED,BR2_TE_ANGLE_MEASURED,BR2_WIDTH_MEASURED,BTPR_CYCLE_TIME_WAIT_CC,DR_SHAPE_PRESSURE_MAX,DR_STITCH_TD_PRESSURE_MAX,DR_TURNUP_PRESSURE_MAX,PR_CYCLE_TIME_1PAP,PR_CYCLE_TIME_PAAP,PR_CYCLE_TIME_STITCH_PA,ISDS_AMOUNT_SPLICES_BP1,ISDS_AMOUNT_SPLICES_BP2,PA_ANGLE_MEASURED,PA_WIDTH_MEASURED,PAPR_CYCLE_MAT_AT_FRONT,PAPR_CYCLE_TOTAL,TDPR_CYCLE_MAT_AT_FRONT,TDPR_CYCLE_TOTAL,BARCODE,FVCW,ONICITY,Upper,ower,tatic,gt_date,Non_Uniformity_Imbalance,Non_Uniformity_RFPP,timeperiod,Rejection_RFPP_Imbalance
34096,-3.62,-0.94,-2.74,1.59,0.88,0,-1.52,-0.65,-0.1,29.232,60.679,28.936,60.703,0,0,50.769,0,29.35,29.56,27.54,27.52,185.35,0,0.849817,1.11538,0.662393,0,0,0,0,0,0,0,6.015,60.631,35.556,66.871,8309541030,6.82,0.42,6.47,11.61,16.93,24-04-2022,0,0,Test 2,Not Rejected Tyre
31311,0.9,-2.82,-0.56,0.55,-0.36,0,-2.26,0.07,-1.2,11.135,42.852,10.981,42.838,0,0,23.608,0,29.39,29.17,27.47,27.58,186.07,0,0.851038,1.116,0.662393,0,0,0,0,0,0,0,6.004,59.508,13.819,45.145,8309540873,7.802098751,2.27876091,9.306660763,3.423678919,10.77479034,24-04-2022,0,0,Test 2,Not Rejected Tyre
34003,-0.22,-0.02,-2.13,1.71,0.53,0,-1.79,-2.23,-0.05,25.174,56.72,23.741,56.737,0,0,93.783,0,29.24,29.56,27.45,27.1466,183.77,0,0.849817,1.116,0.661783,0,0,0,0,0,0,0,10.581,60.996,8.804,40.159,8309541284,6.73,0.89,4.19,25.38,27.21,24-04-2022,0,0,Test 2,Not Rejected Tyre
37354,-1.53,0.18,-1.91,-0.96,-1.16,0,-0.9,-0.09,-0.38,29.271,60.782,29.111,60.861,0,0,113.81,0,29.39,29.38,27.87,27.63,185.91,0,0.851648,1.11783,0.660562,0,0,0,0,0,0,0,8.083,61.061,29.448,60.676,8309541096,6.64,-0.99,25.53,30.36,55.85,24-04-2022,1,0,Test 2,Rejected Tyre
34103,-2.64,-1.11,-2.39,-1.09,-0.51,0,-0.84,-0.81,-0.59,42.452,74.103,42.275,74.16,0,0,66.993,0,29.54,29.67,27.74,27.53,185.19,0,0.851648,1.11538,0.664225,0,0,0,0,0,0,0,10.989,60.989,8.841,40.196,8309541332,3.19,2.94,11.2,25.36,20.27,24-04-2022,0,0,Test 2,Not Rejected Tyre
34105,-3.17,-0.57,-2.2,-0.21,-0.68,0,-2.21,-0.32,-0.5,29.154,60.62,28.986,60.671,0,0,150.04,0,29.23,29.25,27.49,27.56,185.68,0,0.85409,1.116,0.659951,0,0,0,0,0,0,0,10.886,60.962,84.098,135.772,8309541232,6.8,-1.11,20.2,24.59,44.67,24-04-2022,0,0,Test 2,Not Rejected Tyre
34108,-0.14,0.09,-1.35,-0.66,0.21,0,-2.27,-1.14,2,5.489,39.79166,65.799,97.534,0,0,44.94,0,29.43,29.34,27.68,27.75,184.86,0,0.851038,1.116,0.663004,0,0,0,0,0,0,0,10.55,66.291,87.296,118.708,8309541134,3.85,3.62,25.93,19.96,45.66,24-04-2022,0,0,Test 2,Not Rejected Tyre
34109,-0.9,-0.81,-1.87,-0.1,0.47,0,-2.32,0.29,0.5,42.429,74.111,42.349,74.129,0,0,44.819,0,29.44,29.27,27.73,27.59,186.29,0,0.851648,1.116,0.661783,0,0,0,0,0,0,0,5.997,58.972,29.554,60.884,8309541108,5.9,-0.76,16.86,13.93,28.02,24-04-2022,0,0,Test 2,Not Rejected Tyre
34111,-1.35,-0.7,-1.59,-0.58,-0.42,0,-1.06,-0.58,0.1,28.973,60.583,28.886,60.604,0,0,44.518,0,29.32,29.37,27.71,27.71,185.42,0,0.851038,1.116,0.659951,0,0,0,0,0,0,0,11.066,60.967,29.564,60.845,8309541059,7.44,0.69,11.63,17.31,21.14,24-04-2022,0,0,Test 2,Not Rejected Tyre
31318,-1.81,-3.37,-3.74,-0.52,0.07,0,-1.21,-0.48,-0.85,32.495,64.202,29.077,60.774,0,0,30.792,0,29.4,29.22,27.77,27.58,185.52,0,0.851038,1.11538,0.660562,0,0,0,0,0,0,0,6.006,84.116,29.604,60.907,8309541012,5.670496464,-1.950548172,19.88132994,6.925850812,20.34049716,24-04-2022,0,0,Test 2,Not Rejected Tyre
34101,-2.72,-3.47,-0.95,0.61,0.34,0,-1.26,-1.09,0.14,28.996,60.616,29.001,60.637,0,0,44.687,0,29.23,29.47,27.71,27.43,184.91,0,0.849817,1.11416,0.662393,0,0,0,0,0,0,0,10.04,60.899,45.978,77.279,8309540986,8.09,3.9,10.39,46.66,53.26,24-04-2022,0,0,Test 2,Not Rejected Tyre
34002,-0.22,-0.02,-2.13,1.71,0.53,0,-1.79,-2.23,-0.05,25.174,56.72,23.741,56.737,0,0,93.783,0,29.24,29.56,27.45,27.1466,183.77,0,0.849817,1.116,0.661783,0,0,0,0,0,0,0,10.581,60.996,8.804,40.159,8309541284,6.73,0.89,4.19,25.38,27.21,24-04-2022,0,0,Test 2,Not Rejected Tyre
34001,-3.36,-1.76,-2.62,1.54,-1,0,0.78,-0.59,0.49,29.169,60.805,28.909,60.815,0,0,44.843,0,29.4,29.74,27.66,27.5,185.41,0,0.85348,1.116,0.65812,0,0,0,0,0,0,0,5.992,59.942,29.727,61.042,8309541299,5.3,0.59,3.78,27.07,27.59,24-04-2022,0,0,Test 2,Not Rejected Tyre
34000,-2.33,-2.53,-4.27,0.22,0.12,0,-3.04,-2.01,-0.46,46.336,77.918,25.15,56.824,0,0,53.692,0,29.2,29.11,27.63,27.34,183.99,0,0.852259,1.11538,0.663004,0,0,0,0,0,0,0,20.687,73.332,8.586,39.968,8309541252,5.35,-1.11,4.29,2.73,4.1,24-04-2022,0,0,Test 2,Not Rejected Tyre
33950,-3.31,-1.77,-4.27,0.31,1.57,0,-0.63,0.88,-1.88,49.714,81.284,49.522,81.269,100,0,44.873,0,29.62,29.35,27.75,27.56,186.88,0,0.85348,1.11538,0.661783,0,0,0,0,0,0,0,8.807,60.807,71.301,102.574,8309540266,7.05,0.98,6.83,12.51,10.36,24-04-2022,0,0,Test 2,Not Rejected Tyre
33948,-2.85,0.34,-1.49,2.18,1.38,0,-0.1,-0.81,0.53,29.028,60.676,28.857,60.687,0,0,31.121,0,29.68,29.6,27.45,27.56,185.19,0,0.85409,1.11538,0.664225,0,0,0,0,0,0,0,6.021,59.993,29.48,60.838,8309541297,4.4,0.1,4.81,35.03,30.48,24-04-2022,0,0,Test 2,Not Rejected Tyre
33944,1.02,-1.14,-0.55,0.06,-0.18,0,-2.47,0.83,-0.48,9.198,40.971,75.922,107.734,0,0,44.842,0,29.3,29.44,27.66,27.54,186.83,0,0.854701,1.11538,0.660562,0,0,0,0,0,0,0,10.043,61.021,97.356,128.702,8309541330,6.53,0.32,3.49,21.3,17.82,24-04-2022,0,0,Test 2,Not Rejected Tyre
33939,-2.29,-0.23,-1.79,-1.01,-1.13,0,-0.22,-0.31,0.58,29.1,60.748,28.93,60.713,0,0,68.442,0,29.52,29.55,27.59,27.68,185.69,0,0.846764,1.11416,0.661783,0,0,0,0,0,0,0,8.665,60.966,17.014,48.331,8309541308,4.46,0.4,10.01,43.38,48.14,24-04-2022,0,0,Test 2,Not Rejected Tyre
33938,-1.75,-2.73,-1.46,0.85,-0.19,0,-2,-0.21,0.51,29.202,60.656,28.785,60.639,0,0,44.546,0,29.07,29.36,27.71,27.61,185.79,0,0.855922,1.116,0.663004,0,0,0,0,0,0,0,6.279,59.555,27.443,58.715,8309541043,7.87,-0.14,15.67,28.25,18.6,24-04-2022,0,0,Test 2,Not Rejected Tyre
33937,-1.75,-2.73,-1.46,0.85,-0.19,0,-2,-0.21,0.51,29.202,60.656,28.785,60.639,0,0,44.546,0,29.07,29.36,27.71,27.61,185.79,0,0.855922,1.116,0.663004,0,0,0,0,0,0,0,6.279,59.555,27.443,58.715,8309541043,7.87,-0.14,15.67,28.25,18.6,24-04-2022,0,0,Test 2,Not Rejected Tyre
31292,-3.47,-1.28,-1.34,0.87,1.68,0,-1.58,0.01,-1.22,22.095,53.78,22.094,53.793,100,0,48.984,0,29.23,29.28,27.76,27.39,186.01,0,0.857753,1.11661,0.663004,0,0,0,0,0,0,0,6.004,58.838,8.32,39.603,8309540874,5.11,0.35,14.07,13.29,24.24,24-04-2022,0,0,Test 2,Not Rejected Tyre
33933,-3.22,-0.17,-2.07,1.92,1.75,0,-0.06,-0.04,1.26,54.26,85.757,54.005,85.75,100,0,44.773,0,29.56,29.43,27.82,27.41,185.96,0,0.845543,1.11416,0.659341,0,0,0,0,0,0,0,6.018,73.071,29.409,60.825,8309541319,4.43,2.96,21.38,16.85,38.09,24-04-2022,0,0,Test 2,Not Rejected Tyre
33930,-3.45,-0.04,-1.87,-0.29,0.51,0,-1.89,-1.41,0.12,8.484,40.043,8.27,40.075,0,0,44.877,0,29.28,29.3,27.7,27.19,184.59,0,0.851038,1.11416,0.663004,0,0,0,0,0,0,0,10.843,60.966,5.028,37.18196,8309541280,6.1,-2.33,12.06,27.08,29.98,24-04-2022,0,0,Test 2,Not Rejected Tyre
33928,-1.84,0.31,-2.64,0.62,1,0,-1.42,-1.02,-0.04,40.576,72.049,40.321,72.058,0,0,44.68,0,29.36,29.4,27.44,27.54,184.98,0,0.849817,1.116,0.660562,0,0,0,0,0,0,0,9.077,60.864,29.586,60.883,8309541193,7.95,-1.13,14.71,15.94,30.41,24-04-2022,0,0,Test 2,Not Rejected Tyre
33927,0.09,-2.93,-1.77,-0.53,0.3,0,-2.43,-1.52,-0.8,53.076,84.632,53.022,84.644,0,0,61.553,0,29.19,29.16,27.57,27.5,184.48,0,0.851648,1.11538,0.661783,0,0,0,0,0,0,0,6.005,56.245,256.802,288.097,8309541236,5.72,-2.48,15.29,16.11,30.2,24-04-2022,0,0,Test 2,Not Rejected Tyre
33926,-2.3,-0.41,-1.79,-0.02,0.06,0,-2.74,-0.04,0.71,9.654,41.377,30.69,62.391,0,0,30.887,0,29.08,29.07,27.63,27.52,185.96,0,0.849817,1.116,0.662393,0,0,0,0,0,0,0,10.728,60.746,47.286,78.613,8309541267,3.81,0.25,12.85,4.11,13.65,24-04-2022,0,0,Test 2,Not Rejected Tyre
33925,-3.18,-0.66,-1.22,0.46,-0.52,0,-2.37,-0.92,-0.68,39.667,71.177,39.59,88.17,0,0,72.27,0,29.27,29.26,27.71,27.1466,185.08,0,0.851648,1.116,0.663004,0,0,0,0,0,0,0,5.992,61.509,46.602,77.918,8309541238,5.79,0.44,7.57,17.82,13.63,24-04-2022,0,0,Test 2,Not Rejected Tyre
37495,-3.18,-0.83,-2.77,-0.87,-0.97,0,-1.74,-0.81,0.21,8.336,39.894,8.066,39.88,0,0,44.716,0,29.24,29.54,27.53,27.42,185.19,0,0.854701,1.11661,0.662393,0,0,0,0,0,0,0,59.523,109.932,8.747,40.099,8309541283,8.9,0.35,18.25,20.49,31.12,24-04-2022,0,1,Test 2,Rejected Tyre
37496,1.01,1.15,-1.87,0.27,-0.61,0,-2.84,-0.98,-0.83,117.821,149.371,117.506,149.375,0,0,44.927,0,29.5,29.35,27.92,27.41,185.02,0,0.85409,1.11233,0.666667,0,0,0,0,0,0,0,64.426,114.354,138.835,170.117,8309541328,9.96,0.6,17.24,20.82,30.49,24-04-2022,0,1,Test 2,Rejected Tyre
33922,-2.75,0.09,-1.91,-0.1,2.01,0,-1.16,-0.32,-0.53,43.74,75.249,43.507,75.261,100,0,44.738,0,29.43,29.24,27.71,27.26,185.68,0,0.848596,1.116,0.663004,0,0,0,0,0,0,0,10.502,60.905,25.751,57.041,8309540910,5.29,-0.24,3.79,36.71,40.06,24-04-2022,0,0,Test 2,Not Rejected Tyre
33921,-2.75,0.09,-1.91,-0.1,2.01,0,-1.16,-0.32,-0.53,43.74,75.249,43.507,75.261,100,0,44.738,0,29.43,29.24,27.71,27.26,185.68,0,0.848596,1.116,0.663004,0,0,0,0,0,0,0,10.502,60.905,25.751,57.041,8309540910,5.29,-0.24,3.79,36.71,40.06,24-04-2022,0,0,Test 2,Not Rejected Tyre
31287,-3.26,-2.53,-2.78,-0.47,-0.96,0,-0.52,-1.9,-0.28,33.622,65.398,34.473,66.416,0,0,30.934,0,29.5,29.4,27.71,27.46,184.1,0,0.85348,1.11538,0.664225,0,0,0,0,0,0,0,10.338,64.011,41.94,73.228,8309540927,4.74,-0.42,16.07,12.15,27.71,24-04-2022,0,0,Test 2,Not Rejected Tyre
33899,-1.22,-1.18,-2,1.27,1.09,0,-1.74,-0.92,-0.06,29.248,60.781,29.006,60.763,0,0,30.901,0,29.23,29.42,27.48,27.23,185.08,0,0.858364,1.11355,0.659951,0,0,0,0,0,0,0,9.196,60.911,29.627,60.943,8309541198,6.4,-0.78,15.63,9.17,6.67,24-04-2022,0,0,Test 2,Not Rejected Tyre
33900,-1.22,-1.18,-2,1.27,1.09,0,-1.74,-0.92,-0.06,29.248,60.781,29.006,60.763,0,0,30.901,0,29.23,29.42,27.48,27.23,185.08,0,0.858364,1.11355,0.659951,0,0,0,0,0,0,0,9.196,60.911,29.627,60.943,8309541198,6.4,-0.78,15.63,9.17,6.67,24-04-2022,0,0,Test 2,Not Rejected Tyre
33901,-2.5,-0.59,-2.39,1.36,1.43,0,-3.05,-1.41,0.07,34.118,65.775,12.269,44.159,0,0,51.152,0,28.84,29.13,27.34,27.19,184.59,0,0.851038,1.116,0.663004,0,0,0,0,0,0,0,6.013,59.026,14.26,45.588,8309541175,6.17,0.4,10.77,10.01,20.73,24-04-2022,0,0,Test 2,Not Rejected Tyre
31289,-2.24,-3.91,-0.71,0.43,0.43,0,-3.04,-0.65,-0.69,51.769,83.333,44.271,75.974,0,0,51.244,0,29.22,29.29,27.71,27.32,185.35,0,0.851038,1.116,0.663004,0,0,0,0,0,0,0,9.717,60.86,25.969,57.2,8309540833,3.22,0.73,17.18,23.18,39.09,24-04-2022,0,0,Test 2,Not Rejected Tyre
31290,-2.24,-3.91,-0.71,0.43,0.43,0,-3.04,-0.65,-0.69,51.769,83.333,44.271,75.974,0,0,51.244,0,29.22,29.29,27.71,27.32,185.35,0,0.851038,1.116,0.663004,0,0,0,0,0,0,0,9.717,60.86,25.969,57.2,8309540833,3.22,0.73,17.18,23.18,39.09,24-04-2022,0,0,Test 2,Not Rejected Tyre
33951,-1.08,1.77,-2.41,1.9,-0.08,0,-0.12,-1.24,0.34,26.985,60.675,28.917,60.696,0,0,44.818,0,29.58,29.51,27.51,27.18,184.76,0,0.851648,1.11538,0.663004,0,0,0,0,0,0,0,6.024,59.481,45.417,76.752,8309541293,4.43,-0.33,12.33,16.1,26.04,24-04-2022,0,0,Test 2,Not Rejected Tyre
33909,-1.33,0.19,-1.61,-0.4,1.57,0,0.1,0.83,1.35,29.173,60.704,28.821,60.748,0,0,44.695,0,29.46,29.67,27.65,27.92,186.83,0,0.85348,1.11233,0.660562,0,0,0,0,0,0,0,34.575,85.873,29.598,60.929,8309541318,3.65,0.41,11.81,25.21,33.75,24-04-2022,0,0,Test 2,Not Rejected Tyre
33911,-1.79,-0.32,-2.79,0.84,1.19,0,0.46,0.66,0.37,211.869,243.315,0.414,243.345,0,0,31.143,0,29.44,29.84,27.55,27.57,186.66,0,0.854701,1.116,0.660562,0,0,0,0,0,0,0,6.033,59.147,29.639,60.989,8309541304,4.97,-2.05,15.2,21.58,34.73,24-04-2022,0,0,Test 2,Not Rejected Tyre
33913,-1.48,-2.75,-1.92,0.15,1.41,0,-2.63,-1.47,0.56,27.763,59.301,27.525,59.331,0,0,48.189,0,29.14,29.12,27.47,27.28,184.53,0,0.851038,1.11538,0.663004,0,0,0,0,0,0,0,10.622,60.923,11.98,43.357,8309541281,7.35,-0.78,21.45,4.51,25.74,24-04-2022,0,0,Test 2,Not Rejected Tyre
33914,-2.78,-4.32,-1.38,0.13,-1.14,0,-1.64,-1.57,0.43,96.025,127.493,95.833,127.49,0,0,354.288,0,29.14,29.15,27.53,27.51,184.43,0,0.854701,1.116,0.661783,0,0,0,0,0,0,0,10.776,61.018,22.722,54.056,8309540958,7.11,-2.52,13.65,23.53,36.7,24-04-2022,0,0,Test 2,Not Rejected Tyre
33915,-1.53,-2.49,-3.78,-0.85,-0.36,0,-1.9,-1.52,0.41,13.872,45.493,101.359,133.263,0,0,87.875,0,29.29,29.2,27.58,27.47,184.48,0,0.851038,1.11416,0.659341,0,0,0,0,0,0,0,9.984,61.033,467.08154,512.76524,8309541276,6.4,-0.97,8.21,29.4,26.18,24-04-2022,0,0,Test 2,Not Rejected Tyre
33919,0.85,0.32,-2.66,0.47,1.36,0,-1.84,0.29,-0.02,39.546,71.187,39.503,71.188,0,0,52.187,0,29.26,29.32,27.73,27.71,186.29,0,0.857753,1.11538,0.664225,0,0,0,0,0,0,0,6.013,64.952,93.143,124.42,8309541007,7.7,-1.34,8.83,28.22,37.05,24-04-2022,0,0,Test 2,Not Rejected Tyre
33920,-2.76,0.16,-4.23,-0.91,-0.76,0,-0.94,-0.42,1.06,29.291,60.793,29.051,60.797,0,0,74.314,0,29.25,29.39,27.37,27.46,185.58,0,0.851038,1.11538,0.661783,0,0,0,0,0,0,0,9.481,60.758,29.576,60.875,8309540961,5.06,-1.04,9.94,23.22,31.79,24-04-2022,0,0,Test 2,Not Rejected Tyre
33910,-3.36,-1.09,-3.32,-0.2,-0.3,0,-3.04,-1.35,0.44,34.461,65.979,8.241,39.942,0,0,44.959,0,29.45,29.29,27.49,27.36,184.65,0,0.851648,1.11538,0.661783,0,0,0,0,0,0,0,6.007,306.522,61.474,92.836,8309541286,5.53,2.28,18.11,18.04,30.81,24-04-2022,0,0,Test 2,Not Rejected Tyre
33894,-1.62,-1.34,-1.95,-0.92,-0.9,0,-1.74,0.62,-0.18,8.306,39.871,8.145,39.877,0,0,44.959,0,29.25,29.31,27.68,27.5,186.62,0,0.849206,1.11416,0.663004,0,0,0,0,0,0,0,16.35,66.341,8.705,40.064,8309541069,4.89,0.07,9.43,16.88,26.29,24-04-2022,0,0,Test 2,Not Rejected Tyre
30804,-2.05,-1.64,-2.28,-0.57,0.74,0,-1.53,0.07,-0.27,54.995,89.998,56.76,93.61,0,0,53.983,0,29.37,29.44,27.78,27.89,186.07,0,0.852259,1.11783,0.664225,0,0,0,0,0,0,0,39.689,90.762,47.944,79.254,8309540379,4.87,1.53,7.31,28.39,21.69,24-04-2022,0,0,Test 2,Not Rejected Tyre
33958,-2.31,0.86,-2.52,-0.55,-0.79,0,-2.79,-0.8,0.63,8.896,58.933,27.086,58.921,0,0,44.672,0,28.92,29.06,27.7,27.55,185.2,0,0.851038,1.11661,0.663004,0,0,0,0,0,0,0,10.994,60.971,8.662,39.989,8309541268,4.65,-1.25,0.88,23.32,23.97,24-04-2022,0,0,Test 2,Not Rejected Tyre
33999,-3.77,-0.01,-2.69,-0.08,0.41,0,-1.74,-0.92,0.32,9.855,41.524,102.825,134.551,0,0,44.795,0,29.31,29.32,27.46,27.37,185.08,0,0.85348,1.11416,0.661783,0,0,0,0,0,0,0,10.896,60.89,116.716,148.046,8309541282,5.21,0.22,14.64,14.43,5.79,24-04-2022,0,0,Test 2,Not Rejected Tyre
33998,-3.45,0.24,-2.45,0.2,0.98,0,-2.79,-1.08,-0.27,184.95,216.602,185.072,216.623,0,0,38.211,0,29.31,29.12,27.56,27.59,184.92,0,0.856532,1.11172,0.660562,0,0,0,0,0,0,0,138.535,188.74,16.191,47.49,8309541190,7.66,-1.89,11.03,17.83,13.45,24-04-2022,0,0,Test 2,Not Rejected Tyre
33997,-2.32,-0.59,-1.71,0.7,1.45,0,-2.21,-0.59,-0.64,29.017,60.608,28.935,60.604,0,0,44.773,0,29.42,29.36,27.32,27.44,185.41,0,0.849817,1.11538,0.663004,0,0,0,0,0,0,0,10.756,60.813,29.587,60.919,8309541205,6.01,0.88,19.6,13.63,31.92,24-04-2022,0,0,Test 2,Not Rejected Tyre
33993,-2.13,-0.37,-1.86,1.29,2.28,0,-2.64,-0.48,0.11,9.136,40.869,43.386,75.128,0,0,44.87,0,29.22,29.12,27.63,27.66,185.52,0,0.851038,1.11538,0.663004,0,0,0,0,0,0,0,6.012,61.272,120.406,151.762,8309541183,7.9,1.05,16.3,11.22,22.13,24-04-2022,0,0,Test 2,Not Rejected Tyre
33992,-2.13,-0.37,-1.86,1.29,2.28,0,-2.64,-0.48,0.11,9.136,40.869,43.386,75.128,0,0,44.87,0,29.22,29.12,27.63,27.66,185.52,0,0.851038,1.11538,0.663004,0,0,0,0,0,0,0,6.012,61.272,120.406,151.762,8309541183,7.9,1.05,16.3,11.22,22.13,24-04-2022,0,0,Test 2,Not Rejected Tyre
30647,-3.06,0.21,-1.73,0.94,0.22,0,-0.42,0.94,-0.15,29.867,61.284,29.475,61.315,0,0,61.377,0,29.44,29.66,27.75,27.95,186.94,0,0.848596,1.11538,0.663004,0,0,0,0,0,0,0,11.588,61.524,59.954,91.35,8309540259,3.99,2.6,5.53,17.69,15.28,24-04-2022,0,0,Test 2,Not Rejected Tyre
33989,-0.5,-4.61,-2.64,-0.1,0.72,0,-2.21,-2.94,-0.15,147.897,181.511,3.102,39.85566,0,0,30.854,0,29.46,29.2,27.78,27.1466,183.06,0,0.851648,1.116,0.663004,0,0,0,0,0,0,0,6.001,55.933,141.838,173.129,8309541200,4.54,-0.59,15.89,21.26,36.25,24-04-2022,0,0,Test 2,Not Rejected Tyre
33988,-1.9,0.13,-2.42,-0.68,2.34,0,-0.74,-0.32,1.95,29.257,60.773,28.85,60.771,100,0,44.944,0,29.29,29.42,27.98,27.8,185.68,0,0.849817,1.11661,0.662393,0,0,0,0,0,0,0,10.914,60.933,29.568,60.941,8309541137,5.51,-3.13,7.12,4.36,5.97,24-04-2022,0,0,Test 2,Not Rejected Tyre
33987,-2.23,0.33,-3.01,-1.23,0.48,0,-1.58,-1.35,-0.32,8.235,39.827,8.121,39.85566,0,0,66.859,0,29.45,29.36,27.61,27.54,184.65,0,0.851038,1.116,0.660562,0,0,0,0,0,0,0,66.751,119.645,8.652,39.927,8309541202,7.25,0.43,13.57,38.16,46.89,24-04-2022,0,0,Test 2,Not Rejected Tyre
33986,-2.97,-0.1,-1.92,-0.1,2.43,0,-2.11,-0.21,-1.06,46.063,77.67,29.099,60.713,0,0,44.795,0,29.39,29.29,27.56,27.71,185.79,0,0.854701,1.116,0.664225,0,0,0,0,0,0,0,6.027,58.963,53.503,84.819,8309541237,4.21,2.56,2.85,3.42,0.79,24-04-2022,0,0,Test 2,Not Rejected Tyre
33985,-1.04,-1.97,-2.77,1.12,1.71,0,-2,-2.68,0.44,29.124,60.735,29.044,60.73,0,0,44.755,0,29.28,29.34,27.52,27.29,183.32,0,0.851648,1.11233,0.663004,0,0,0,0,0,0,0,6.014,58.873,29.685,60.989,8309541219,4.61,0.66,20.96,29.57,50.52,24-04-2022,0,0,Test 2,Not Rejected Tyre
33984,-0.99,-3.7,-2.92,1.5,-1.24,0,-1.47,-1.74,0.37,42.001,73.666,41.823,73.649,0,0,44.612,0,29.34,29.19,27.58,27.47,184.26,0,0.849817,1.11538,0.662393,0,0,0,0,0,0,0,6.029,58.98,25.555,56.904,8309541223,5.65,-0.61,15.01,19.96,15.21,24-04-2022,0,0,Test 2,Not Rejected Tyre
33981,-3.47,-1.04,-2.99,0.48,2.53,0,-4.1568,0.01,0.75,29.531,61.249,28.902,60.783,100,0,83.788,0,28.86,28.73,27.65,27.54,186.01,0,0.856532,1.11661,0.663004,0,0,0,0,0,0,0,9.559,61.013,40.846,72.187,8309541259,4.69,2.79,2.34,10.62,12.84,24-04-2022,0,0,Test 2,Not Rejected Tyre
31293,-1.08,-1.79,-2.1,-0.67,3.28,0,-2.47,-1.3,0.24,28.949,60.705,28.94,60.705,100,0,44.932,0,29.25,29.32,27.61,27.67,184.7,0,0.851648,1.11538,0.662393,0,0,0,0,0,0,0,20.853,70.881,59.537,90.773,8309540866,7.43,-0.76,18.35,27.09,13.52,24-04-2022,0,0,Test 2,Not Rejected Tyre
33978,-1.03,-0.96,-2.29,1.46,0.92,0,-3.09,-0.37,-0.36,36.212,67.903,39.344,70.918,0,0,53.233,0,29.01,29.09,27.56,27.56,185.63,0,0.848596,1.11783,0.664835,0,0,0,0,0,0,0,9.844,60.917,38.377,69.666,8309541186,7.23,-0.26,0.93,19.02,19.93,24-04-2022,0,0,Test 2,Not Rejected Tyre
33977,-4.16,2.65,-2.44,-0.18,0.81,0,-4.1568,0.23,-0.16,97.352,128.988,28.995,60.797,0,0,57.173,0,28.76,28.73,27.56,27.88,186.23,0,0.856532,1.116,0.664225,0,0,0,0,0,0,0,10.193,60.89,24.457,55.761,8309541254,5.63,0.88,16.08,18.6,34.64,24-04-2022,0,0,Test 2,Not Rejected Tyre
33976,-2.56,-0.4,-2.07,-0.47,-0.93,0,-1.79,-0.26,-0.21,28.936,60.684,28.876,60.728,0,0,44.805,0,29.51,29.22,27.66,27.47,185.74,0,0.847375,1.11538,0.65812,0,0,0,0,0,0,0,6.025,64.648,29.57,60.853,8309541119,8.05,0.99,13.46,22.25,35.68,24-04-2022,0,0,Test 2,Not Rejected Tyre
33732,-1.37,-0.58,-2.36,0.11,1.61,0,-1.95,-1.52,0.17,29.327,60.761,29.159,60.766,0,0,44.918,0,29.09,29.21,27.57,27.53,184.48,0,0.847375,1.11233,0.663004,0,0,0,0,0,0,0,5.997,56.847,29.56,60.869,8309541214,4.66,-0.11,9.35,14.26,23.47,24-04-2022,0,0,Test 2,Not Rejected Tyre
33959,-1.7,1.49,-2.25,-0.98,0.83,0,-1.42,0.23,1.66,29.309,60.786,28.727,60.797,0,0,30.759,0,29.36,29.27,27.85,27.79,186.23,0,0.851038,1.116,0.661783,0,0,0,0,0,0,0,21.214,72.157,29.601,60.998,8309541138,6.88,-1.16,26.06,23.36,49.09,24-04-2022,0,0,Test 2,Not Rejected Tyre
33960,-3.88,0.16,-2.75,-0.78,1.13,0,-1.06,-0.05,1.14,8.194,39.821,8.073,39.85566,0,0,470.86138,0,29.48,29.36,27.7,27.53,185.95,0,0.849206,1.11172,0.661783,0,0,0,0,0,0,0,357.2384,430.21814,8.686,40.001,8309541274,7.1,0.43,14.69,17.3,25.44,24-04-2022,0,0,Test 2,Not Rejected Tyre
33961,-0.89,-1.5,-2.71,-1.09,0.12,0,-0.84,-2.18,-0.58,8.334,39.798,238.231,269.862,0,0,232.077,0,29.3,29.48,27.53,27.44,183.82,0,0.849206,1.11661,0.666667,0,0,0,0,0,0,0,25.016,74.967,259.503,290.799,8309541163,4.48,-0.05,6.75,7.87,13.92,24-04-2022,0,0,Test 2,Not Rejected Tyre
